200	100	2000	0.016633
200	100	2100	0.012551
200	100	2200	0.009706
200	100	2300	0.008422
200	100	2400	0.006523
200	100	2500	0.005358
200	150	200	0.004417
200	150	300	0.013020
200	150	400	0.198623
200	150	500	0.238973
200	150	600	0.217418
200	150	700	0.204678
200	150	800	0.191507
200	150	900	0.160992
200	150	1000	0.138479
200	150	1100	0.108558
200	150	1200	0.087467
200	150	1300	0.073960
200	150	1400	0.058125
200	150	1500	0.045475
200	150	1600	0.037625
200	150	1700	0.028621
200	150	1800	0.023214
200	150	1900	0.018298
200	150	2000	0.016129
200	150	2100	0.012545
200	150	2200	0.009595
200	150	2300	0.007933
200	150	2400	0.006084
200	150	2500	0.004907
200	200	200	0.002948
200	200	300	0.002392
200	200	400	0.008174
200	200	500	0.107184
200	200	600	0.132785
200	200	700	0.128339
200	200	800	0.127545
200	200	900	0.117794
200	200	1000	0.108143
200	200	1100	0.087474
200	200	1200	0.080141
200	200	1300	0.064039
200	200	1400	0.048755
200	200	1500	0.041446
200	200	1600	0.031530
200	200	1700	0.025261
200	200	1800	0.020919
200	200	1900	0.017903
200	200	2000	0.013726
200	200	2100	0.011446
200	200	2200	0.008433
200	200	2300	0.007481
200	200	2400	0.005817
200	200	2500	0.004588
200	300	200	0.001986
200	300	300	0.001120
200	300	400	0.000879
200	300	500	0.001063
200	300	600	0.003597
200	300	700	0.034165
200	300	800	0.050094
200	300	900	0.050926
200	300	1000	0.051235
200	300	1100	0.048985
200	300	1200	0.044126
200	300	1300	0.039116
200	300	1400	0.033490
200	300	1500	0.028560
200	300	1600	0.023120
200	300	1700	0.019500
200	300	1800	0.016633
200	300	1900	0.014509
200	300	2000	0.011373
200	300	2100	0.009659
200	300	2200	0.007498
200	300	2300	0.006261
200	300	2400	0.005109
200	300	2500	0.004058
250	100	200	0.000004
250	100	300	0.000199
250	100	400	0.000327
250	100	500	0.000461
250	100	600	0.000581
250	100	700	0.000780
250	100	800	0.000908
250	100	900	0.000983
250	100	1000	0.000968
250	100	1100	0.000945
250	100	1200	0.000941
250	100	1300	0.000899
250	100	1400	0.000836
250	100	1500	0.000741
250	100	1600	0.000654
250	100	1700	0.000597
250	100	1800	0.000527
250	100	1900	0.000472
250	100	2000	0.000411
250	100	2100	0.000386
250	100	2200	0.000317
250	100	2300	0.000298
250	100	2400	0.000244
250	100	2500	0.000215
250	150	200	0.000850
250	150	300	0.007592
250	150	400	0.111597
250	150	500	0.133518
250	150	600	0.125027
250	150	700	0.112371
250	150	800	0.105282
250	150	900	0.099313
250	150	1000	0.089447
250	150	1100	0.070890
250	150	1200	0.060844
250	150	1300	0.048620
250	150	1400	0.041097
250	150	1500	0.034687
250	150	1600	0.025805
250	150	1700	0.021961
250	150	1800	0.016882
250	150	1900	0.013410
250	150	2000	0.011764
250	150	2100	0.008651
250	150	2200	0.007674
250	150	2300	0.005784
250	150	2400	0.004659
250	150	2500	0.003805
250	200	200	0.000610
250	200	300	0.001339
250	200	400	0.004861
250	200	500	0.058399
250	200	600	0.077296
250	200	700	0.073153
250	200	800	0.068452
250	200	900	0.069129
250	200	1000	0.065943
250	200	1100	0.058662
250	200	1200	0.049324
250	200	1300	0.041001
250	200	1400	0.034116
250	200	1500	0.030236
250	200	1600	0.024616
250	200	1700	0.018663
250	200	1800	0.015115
250	200	1900	0.012369
250	200	2000	0.010083
250	200	2100	0.008669
250	200	2200	0.006665
250	200	2300	0.005524
250	200	2400	0.004409
250	200	2500	0.003530
250	300	200	0.000405
250	300	300	0.000656
250	300	400	0.000550
250	300	500	0.000611
250	300	600	0.002169
250	300	700	0.020753
250	300	800	0.029239
250	300	900	0.029687
250	300	1000	0.030184
250	300	1100	0.031086
250	300	1200	0.028521
250	300	1300	0.024811
250	300	1400	0.022349
250	300	1500	0.019924
250	300	1600	0.016830
250	300	1700	0.014467
250	300	1800	0.011734
250	300	1900	0.010394
250	300	2000	0.008496
250	300	2100	0.006785
250	300	2200	0.005390
250	300	2300	0.004590
250	300	2400	0.003845
250	300	2500	0.003248
300	100	200	0.000002
300	100	300	0.000098
300	100	400	0.000180
300	100	500	0.000226
300	100	600	0.000312
300	100	700	0.000400
300	100	800	0.000506
300	100	900	0.000524
300	100	1000	0.000588
300	100	1100	0.000619
300	100	1200	0.000584
300	100	1300	0.000564
300	100	1400	0.000530
300	100	1500	0.000485
300	100	1600	0.000460
300	100	1700	0.000393
300	100	1800	0.000373
300	100	1900	0.000334
300	100	2000	0.000302
300	100	2100	0.000260
300	100	2200	0.000236
300	100	2300	0.000203
300	100	2400	0.000179
300	100	2500	0.000157
300	150	200	0.000061
300	150	300	0.002951
300	150	400	0.045755
300	150	500	0.051410
300	150	600	0.047651
300	150	700	0.043826
300	150	800	0.039895
300	150	900	0.040614
300	150	1000	0.035929
300	150	1100	0.032047
300	150	1200	0.027351
300	150	1300	0.023439
300	150	1400	0.018441
300	150	1500	0.014948
300	150	1600	0.012941
300	150	1700	0.010190
300	150	1800	0.008512
300	150	1900	0.007081
300	150	2000	0.005673
300	150	2100	0.004520
300	150	2200	0.003784
300	150	2300	0.003013
300	150	2400	0.002389
300	150	2500	0.001992
300	200	200	0.000044
300	200	300	0.000587
300	200	400	0.001930
300	200	500	0.024535
300	200	600	0.032697
300	200	700	0.032638
300	200	800	0.029613
300	200	900	0.028343
300	200	1000	0.028466
300	200	1100	0.024646
300	200	1200	0.021756
300	200	1300	0.018990
300	200	1400	0.015807
300	200	1500	0.013772
300	200	1600	0.012003
300	200	1700	0.009431
300	200	1800	0.007530
300	200	1900	0.006378
300	200	2000	0.005091
300	200	2100	0.004268
300	200	2200	0.003568
300	200	2300	0.002786
300	200	2400	0.002314
300	200	2500	0.001827
300	300	200	0.000029
300	300	300	0.000277
300	300	400	0.000226
300	300	500	0.000276
300	300	600	0.000922
300	300	700	0.008881
300	300	800	0.012958
300	300	900	0.014393
300	300	1000	0.013004
300	300	1100	0.012213
300	300	1200	0.012293
300	300	1300	0.010950
300	300	1400	0.010882
300	300	1500	0.009009
300	300	1600	0.008418
300	300	1700	0.006767
300	300	1800	0.005923
300	300	1900	0.004876
300	300	2000	0.004197
300	300	2100	0.003519
300	300	2200	0.002875
300	300	2300	0.002282
300	300	2400	0.001962
300	300	2500	0.001570
350	100	200	0.000001
350	100	300	0.000070
350	100	400	0.000136
350	100	500	0.000170
350	100	600	0.000221
350	100	700	0.000273
350	100	800	0.000343
350	100	900	0.000406
350	100	1000	0.000446
350	100	1100	0.000466
350	100	1200	0.000471
350	100	1300	0.000469
350	100	1400	0.000462
350	100	1500	0.000430
350	100	1600	0.000395
350	100	1700	0.000354
350	100	1800	0.000324
350	100	1900	0.000297
350	100	2000	0.000266
350	100	2100	0.000239
350	100	2200	0.000207
350	100	2300	0.000184
350	100	2400	0.000167
350	100	2500	0.000143
350	150	200	0.000001
350	150	300	0.000004
350	150	400	0.000116
350	150	500	0.000231
350	150	600	0.000289
350	150	700	0.000337
350	150	800	0.000426
350	150	900	0.000548
350	150	1000	0.000614
350	150	1100	0.000669
350	150	1200	0.000688
350	150	1300	0.000704
350	150	1400	0.000664
350	150	1500	0.000660
350	150	1600	0.000603
350	150	1700	0.000543
350	150	1800	0.000516
350	150	1900	0.000479
350	150	2000	0.000424
350	150	2100	0.000383
350	150	2200	0.000340
350	150	2300	0.000299
350	150	2400	0.000267
350	150	2500	0.000225
350	200	200	0.000006
350	200	300	0.000361
350	200	400	0.001271
350	200	500	0.016062
350	200	600	0.021705
350	200	700	0.021662
350	200	800	0.018356
350	200	900	0.017949
350	200	1000	0.017017
350	200	1100	0.016506
350	200	1200	0.014461
350	200	1300	0.013343
350	200	1400	0.011456
350	200	1500	0.010378
350	200	1600	0.008449
350	200	1700	0.006948
350	200	1800	0.006148
350	200	1900	0.004774
350	200	2000	0.004174
350	200	2100	0.003426
350	200	2200	0.002872
350	200	2300	0.002264
350	200	2400	0.001876
350	200	2500	0.001533
350	300	200	0.000004
350	300	300	0.000177
350	300	400	0.000162
350	300	500	0.000189
350	300	600	0.000639
350	300	700	0.006241
350	300	800	0.009144
350	300	900	0.009402
350	300	1000	0.009082
350	300	1100	0.008546
350	300	1200	0.008427
350	300	1300	0.007465
350	300	1400	0.007344
350	300	1500	0.006989
350	300	1600	0.005859
350	300	1700	0.005215
350	300	1800	0.004435
350	300	1900	0.003805
350	300	2000	0.003118
350	300	2100	0.002750
350	300	2200	0.002378
350	300	2300	0.001914
350	300	2400	0.001713
350	300	2500	0.001265
400	100	200	0.000001
400	100	300	0.000055
400	100	400	0.000101
400	100	500	0.000140
400	100	600	0.000174
400	100	700	0.000208
400	100	800	0.000256
400	100	900	0.000297
400	100	1000	0.000368
400	100	1100	0.000379
400	100	1200	0.000417
400	100	1300	0.000399
400	100	1400	0.000387
400	100	1500	0.000381
400	100	1600	0.000349
400	100	1700	0.000321
400	100	1800	0.000325
400	100	1900	0.000271
400	100	2000	0.000252
400	100	2100	0.000228
400	100	2200	0.000192
400	100	2300	0.000158
400	100	2400	0.000161
400	100	2500	0.000135
400	150	200	0.000000
400	150	300	0.000002
400	150	400	0.000050
400	150	500	0.000097
400	150	600	0.000133
400	150	700	0.000158
400	150	800	0.000191
400	150	900	0.000228
400	150	1000	0.000272
400	150	1100	0.000324
400	150	1200	0.000334
400	150	1300	0.000348
400	150	1400	0.000335
400	150	1500	0.000332
400	150	1600	0.000300
400	150	1700	0.000301
400	150	1800	0.000278
400	150	1900	0.000262
400	150	2000	0.000241
400	150	2100	0.000204
400	150	2200	0.000194
400	150	2300	0.000172
400	150	2400	0.000158
400	150	2500	0.000131
400	200	200	0.000000
400	200	300	0.000120
400	200	400	0.000789
400	200	500	0.009924
400	200	600	0.013628
400	200	700	0.013929
400	200	800	0.012257
400	200	900	0.011235
400	200	1000	0.011088
400	200	1100	0.009879
400	200	1200	0.009649
400	200	1300	0.009121
400	200	1400	0.008264
400	200	1500	0.006973
400	200	1600	0.006036
400	200	1700	0.005478
400	200	1800	0.004313
400	200	1900	0.003608
400	200	2000	0.003049
400	200	2100	0.002588
400	200	2200	0.002101
400	200	2300	0.001746
400	200	2400	0.001452
400	200	2500	0.001138
400	300	200	0.000000
400	300	300	0.000061
400	300	400	0.000110
400	300	500	0.000126
400	300	600	0.000432
400	300	700	0.003822
400	300	800	0.005955
400	300	900	0.006244
400	300	1000	0.005828
400	300	1100	0.005554
400	300	1200	0.005286
400	300	1300	0.004937
400	300	1400	0.004852
400	300	1500	0.004583
400	300	1600	0.004234
400	300	1700	0.003598
400	300	1800	0.003278
400	300	1900	0.002866
400	300	2000	0.002245
400	300	2100	0.002047
400	300	2200	0.001672
400	300	2300	0.001449
400	300	2400	0.001176
400	300	2500	0.001050
