160	100	200	0.023988
160	100	300	0.886433
160	100	400	0.808784
160	100	500	0.786866
160	100	600	0.716206
160	100	700	0.580747
160	100	800	0.491591
160	100	900	0.359005
160	100	1000	0.284700
160	100	1100	0.191951
160	100	1200	0.165775
160	100	1300	0.129029
160	100	1400	0.101718
160	100	1500	0.081113
160	100	1600	0.060459
160	100	1700	0.047882
160	100	1800	0.038449
160	100	1900	0.029078
160	100	2000	0.024164
160	100	2100	0.017557
160	100	2200	0.014337
160	100	2300	0.011122
160	100	2400	0.009622
160	100	2500	0.007270
160	150	200	0.004050
160	150	300	0.024845
160	150	400	0.412606
160	150	500	0.430237
160	150	600	0.418139
160	150	700	0.388817
160	150	800	0.333789
160	150	900	0.298275
160	150	1000	0.227695
160	150	1100	0.180502
160	150	1200	0.149162
160	150	1300	0.112369
160	150	1400	0.090390
160	150	1500	0.069454
160	150	1600	0.057958
160	150	1700	0.044065
160	150	1800	0.036706
160	150	1900	0.028569
160	150	2000	0.021605
160	150	2100	0.017378
160	150	2200	0.013686
160	150	2300	0.010835
160	150	2400	0.008823
160	150	2500	0.007034
160	200	200	0.002727
160	200	300	0.004120
160	200	400	0.016273
160	200	500	0.188706
160	200	600	0.239891
160	200	700	0.249741
160	200	800	0.225277
160	200	900	0.200091
160	200	1000	0.175278
160	200	1100	0.155316
160	200	1200	0.121595
160	200	1300	0.095226
160	200	1400	0.078460
160	200	1500	0.062515
160	200	1600	0.049213
160	200	1700	0.039956
160	200	1800	0.032254
160	200	1900	0.025659
160	200	2000	0.021063
160	200	2100	0.016930
160	200	2200	0.013026
160	200	2300	0.010086
160	200	2400	0.008200
160	200	2500	0.006210
160	300	200	0.001801
160	300	300	0.001888
160	300	400	0.001550
160	300	500	0.001870
160	300	600	0.006517
160	300	700	0.059332
160	300	800	0.085166
160	300	900	0.092513
160	300	1000	0.084440
160	300	1100	0.084908
160	300	1200	0.075384
160	300	1300	0.064219
160	300	1400	0.053159
160	300	1500	0.043773
160	300	1600	0.039262
160	300	1700	0.031544
160	300	1800	0.026349
160	300	1900	0.019991
160	300	2000	0.017421
160	300	2100	0.013819
160	300	2200	0.011184
160	300	2300	0.009279
160	300	2400	0.007537
160	300	2500	0.005959
180	100	200	0.037652
180	100	300	0.761774
180	100	400	0.700387
180	100	500	0.658987
180	100	600	0.577452
180	100	700	0.509091
180	100	800	0.437422
180	100	900	0.339697
180	100	1000	0.252580
180	100	1100	0.206740
180	100	1200	0.161217
180	100	1300	0.122609
180	100	1400	0.097772
180	100	1500	0.074197
180	100	1600	0.058561
180	100	1700	0.047243
180	100	1800	0.037170
180	100	1900	0.028418
180	100	2000	0.022339
180	100	2100	0.017911
180	100	2200	0.014324
180	100	2300	0.011128
180	100	2400	0.008943
180	100	2500	0.007090
180	150	200	0.006842
180	150	300	0.022657
180	150	400	0.323612
180	150	500	0.364846
180	150	600	0.364011
180	150	700	0.346867
180	150	800	0.309680
180	150	900	0.251797
180	150	1000	0.213795
180	150	1100	0.173388
180	150	1200	0.140530
180	150	1300	0.109142
180	150	1400	0.084427
180	150	1500	0.066983
180	150	1600	0.053336
180	150	1700	0.040794
180	150	1800	0.034955
180	150	1900	0.027061
180	150	2000	0.021232
180	150	2100	0.017609
180	150	2200	0.013753
180	150	2300	0.011006
180	150	2400	0.008631
180	150	2500	0.007138
180	200	200	0.004723
180	200	300	0.003778
180	200	400	0.013556
180	200	500	0.167872
180	200	600	0.209485
180	200	700	0.199995
180	200	800	0.195820
180	200	900	0.181664
180	200	1000	0.159810
180	200	1100	0.137532
180	200	1200	0.114305
180	200	1300	0.092158
180	200	1400	0.070028
180	200	1500	0.063077
180	200	1600	0.048660
180	200	1700	0.038104
180	200	1800	0.029889
180	200	1900	0.025525
180	200	2000	0.020323
180	200	2100	0.015781
180	200	2200	0.012942
180	200	2300	0.010454
180	200	2400	0.008396
180	200	2500	0.006486
180	300	200	0.003119
180	300	300	0.001687
180	300	400	0.001455
180	300	500	0.001675
180	300	600	0.005679
180	300	700	0.054412
180	300	800	0.071676
180	300	900	0.081702
180	300	1000	0.081576
180	300	1100	0.075610
180	300	1200	0.067366
180	300	1300	0.062751
180	300	1400	0.052134
180	300	1500	0.042877
180	300	1600	0.036054
180	300	1700	0.030152
180	300	1800	0.025115
180	300	1900	0.020361
180	300	2000	0.016397
180	300	2100	0.014246
180	300	2200	0.011424
180	300	2300	0.008790
180	300	2400	0.007592
180	300	2500	0.006088
200	100	200	0.021498
200	100	300	0.439189
200	100	400	0.408721
200	100	500	0.371108
200	100	600	0.350549
200	100	700	0.314794
200	100	800	0.262284
200	100	900	0.210288
200	100	1000	0.168978
200	100	1100	0.138587
200	100	1200	0.104452
200	100	1300	0.085225
200	100	1400	0.063429
200	100	1500	0.050004
200	100	1600	0.040324
200	100	1700	0.032278
200	100	1800	0.025509
200	100	1900	0.020296
